speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,kW,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
34.021325698911,0.953240244263019,13.25,-15.3479051477729,0,1,4.615,2082.38882064412,150,32.7100871042654,143.458500161851,54.2404929940567,0,3.07470915121659,0,-5.819,1,34.021325698911,1.5,1.5,-14.6788884677169,-14.2393413730182,-0.0670858152321588,0.297333307726343,14.4494416421462,0,3478.85850016185,
33.9915163926004,0.979694239852873,13.5,-15.3210214233867,-0.313009913224954,1,4.615,2080.5642425321,150,32.6814266983023,143.207215133563,54.145484167107,100,98.4356667629583,0,-5.819,1,34.021325698911,1.5,1.5,-16.9402101956667,-14.2517242170487,-0.049018243393983,0.368719971970332,14.713646086849,0,3478.60721513356,
34.021325698911,1.00614823544273,13.75,-15.3479051477729,0,1,4.615,2082.38882064412,150,32.7100871042654,143.458500161851,54.2404929940567,0,3.07470915121659,0,-5.819,1,34.021325698911,1.5,1.5,-19.203135270736,-14.2638283633506,-0.0479150014355867,0.450417931353665,14.9746430989753,0,3478.85850016185,
33.9915163926004,1.03260223103258,14,-15.3210214233867,-0.313009913224954,1,4.615,2080.5642425321,150,32.6814266983023,143.207215133563,54.145484167107,100,98.4356667629583,0,-5.819,1,34.021325698911,1.5,1.5,-21.4679595920221,-14.2770810573447,-0.0524615975315635,0.542279479062621,15.2319915629613,0,3478.60721513356,
34.021325698911,1.05905622662244,14.25,-15.3479051477729,0,1,4.615,2082.38882064412,150,32.7100871042654,143.458500161851,54.2404929940567,0,3.07470915121659,0,-5.819,1,34.021325698911,1.5,1.5,-23.7349787665724,-14.291956494415,-0.0588853249788808,0.644138047166481,15.4852571340503,0,3478.85850016185,
33.9915163926004,1.08551022221229,14.5,-15.3210214233867,-0.313009913224954,1,4.615,2080.5642425321,150,32.6814266983023,143.207215133563,54.145484167107,100,98.4356667629583,0,-5.819,1,34.021325698911,1.5,1.5,-26.0044880374611,-14.3086108323765,-0.0659272126618945,0.755808515726582,15.7340130443294,0,3478.60721513356,
34.021325698911,1.11196421780215,14.75,-15.3479051477729,0,1,4.615,2082.38882064412,150,32.7100871042654,143.458500161851,54.2404929940567,0,3.07470915121659,0,-5.819,1,34.021325698911,1.5,1.5,-28.2767822002745,-14.3270938065979,-0.0731659808353168,0.87708755633334,15.9778408947053,0,3478.85850016185,
33.9915163926004,1.138418213392,15,-15.3210214233867,-0.313009913224954,1,4.615,2080.5642425321,150,32.6814266983023,143.207215133563,54.145484167107,100,98.4356667629583,0,-5.819,1,34.021325698911,1.5,1.5,-30.5521555063633,-14.3474192056503,-0.0804593319089887,1.0077540094337,16.2163314313507,0,3478.60721513356,
34.021325698911,1.16487220898186,15.25,-15.3479051477729,0,1,4.615,2082.38882064412,150,32.7100871042654,143.458500161851,54.2404929940567,0,3.07470915121659,0,-5.819,1,34.021325698911,1.5,1.5,-32.8309015511632,-14.3695882932139,-0.0877576853368894,1.14756929474881,16.4490853051777,0,3478.85850016185,
33.9915163926004,1.19132620457171,15.5,-15.3210214233867,-0.313009913224954,1,4.615,2080.5642425321,150,32.6814266983023,143.207215133563,54.145484167107,100,98.4356667629583,0,-5.819,1,34.021325698911,1.5,1.5,-35.1133131458806,-14.3935975381075,-0.0950420603697869,1.29627785402026,16.6757138129323,0,3478.60721513356,
34.021325698911,1.21778020016156,15.75,-15.3479051477729,0,1,4.615,2082.38882064412,150,32.7100871042654,143.458500161851,54.2404929940567,0,3.07470915121659,0,-5.819,1,34.021325698911,1.5,1.5,-37.399682170789,-14.4194411062134,-0.102303340690846,1.45360762526327,16.8958396185312,0,3478.85850016185,
33.9915163926004,1.24423419575142,16,-15.3210214233867,-0.313009913224954,1,4.615,2080.5642425321,150,32.6814266983023,143.207215133563,54.145484167107,100,98.4356667629583,0,-5.819,1,34.021325698911,1.5,1.5,-39.6902994083657,-14.4471115988238,-0.109535332776597,1.61927054764674,17.1090974533049,0,3478.60721513356,
34.021325698911,1.27068819134127,16.25,-15.3479051477729,0,1,4.615,2082.38882064412,150,32.7100871042654,143.458500161851,54.2404929940567,0,3.07470915121659,0,-5.819,1,34.021325698911,1.5,1.5,-41.9854543544608,-14.4766001987789,-0.116732421596966,1.79296309606322,17.3151347938467,0,3478.85850016185,
33.9915163926004,1.29714218693113,16.5,-15.3210214233867,-0.313009913224954,1,4.615,2080.5642425321,150,32.6814266983023,143.207215133563,54.145484167107,100,98.4356667629583,0,-5.819,1,34.021325698911,1.5,1.5,-44.2854350056781,-14.5078966114954,-0.12388875868161,1.97436684439675,17.5136125162088,0,3478.60721513356,
